"common_name","year","yoy_change"
"Red-eyed Vireo",2012,3
"Red-eyed Vireo",2013,-13
"Red-eyed Vireo",2014,3
"Red-eyed Vireo",2015,-4
"Red-eyed Vireo",2016,-7
"Red-eyed Vireo",2017,6
"Red-eyed Vireo",2018,1
"Red-eyed Vireo",2019,105
"Red-eyed Vireo",2020,-36
"Red-eyed Vireo",2021,-5
"Red-eyed Vireo",2022,-9
"Red-eyed Vireo",2023,-13
"Red-eyed Vireo",2024,14
"Red-eyed Vireo",2025,3
"Red-winged Blackbird",2000,-29
"Red-winged Blackbird",2001,1
"Red-winged Blackbird",2002,20
"Red-winged Blackbird",2003,-17
"Red-winged Blackbird",2004,8
"Red-winged Blackbird",2005,21
"Red-winged Blackbird",2006,-23
"Red-winged Blackbird",2007,8
"Red-winged Blackbird",2008,-8
"Red-winged Blackbird",2009,-20
"Red-winged Blackbird",2010,7
"Red-winged Blackbird",2011,5
"Red-winged Blackbird",2012,-16
"Red-winged Blackbird",2013,0
"Red-winged Blackbird",2014,9
"Red-winged Blackbird",2015,-13
"Red-winged Blackbird",2016,32
"Red-winged Blackbird",2017,-25
"Red-winged Blackbird",2018,1
"Red-winged Blackbird",2019,13
"Red-winged Blackbird",2020,-16
"Red-winged Blackbird",2021,-5
"Red-winged Blackbird",2022,4
"Red-winged Blackbird",2023,41
"Red-winged Blackbird",2024,-29
"Red-winged Blackbird",2025,-18
"Summer Tanager",2000,7
"Summer Tanager",2001,0
"Summer Tanager",2002,12
"Summer Tanager",2003,-14
"Summer Tanager",2004,4
"Summer Tanager",2005,19
"Summer Tanager",2006,-27
"Summer Tanager",2007,21
"Summer Tanager",2008,8
"Summer Tanager",2009,-16
"Summer Tanager",2010,20
"Summer Tanager",2011,-24
"Summer Tanager",2012,33
"Summer Tanager",2013,-38
"Summer Tanager",2014,28
"Summer Tanager",2015,-2
"Summer Tanager",2016,-4
"Summer Tanager",2017,18
"Summer Tanager",2018,15
"Summer Tanager",2019,-28
"Summer Tanager",2020,54
"Summer Tanager",2021,-25
"Summer Tanager",2022,16
"Summer Tanager",2023,-43
"Summer Tanager",2024,12
"Summer Tanager",2025,24
"Tufted Titmouse",2000,19
"Tufted Titmouse",2001,13
"Tufted Titmouse",2002,-4
"Tufted Titmouse",2003,12
"Tufted Titmouse",2004,-39
"Tufted Titmouse",2005,-83
"Tufted Titmouse",2006,35
"Tufted Titmouse",2007,-68
"Tufted Titmouse",2008,191
"Tufted Titmouse",2009,-113
"Tufted Titmouse",2010,26
"Tufted Titmouse",2011,82
"Tufted Titmouse",2012,-40
"Tufted Titmouse",2013,18
"Tufted Titmouse",2014,-10
"Tufted Titmouse",2015,92
"Tufted Titmouse",2016,-119
"Tufted Titmouse",2017,88
"Tufted Titmouse",2018,46
"Tufted Titmouse",2019,-105
"Tufted Titmouse",2020,-71
"Tufted Titmouse",2021,27
"Tufted Titmouse",2022,13
"Tufted Titmouse",2023,-3
"Tufted Titmouse",2024,61
"Tufted Titmouse",2025,59
"White-breasted Nuthatch",2000,12
"White-breasted Nuthatch",2001,-10
"White-breasted Nuthatch",2002,-2
"White-breasted Nuthatch",2003,-3
"White-breasted Nuthatch",2004,6
"White-breasted Nuthatch",2005,-2
"White-breasted Nuthatch",2006,10
"White-breasted Nuthatch",2007,-12
"White-breasted Nuthatch",2008,3
"White-breasted Nuthatch",2009,0
"White-breasted Nuthatch",2010,9
"White-breasted Nuthatch",2011,3
"White-breasted Nuthatch",2012,-10
"White-breasted Nuthatch",2013,0
"White-breasted Nuthatch",2014,4
"White-breasted Nuthatch",2015,-12
"White-breasted Nuthatch",2016,3
"White-breasted Nuthatch",2017,2
"White-breasted Nuthatch",2018,11
"White-breasted Nuthatch",2019,-9
"White-breasted Nuthatch",2020,25
"White-breasted Nuthatch",2021,-18
"White-breasted Nuthatch",2022,12
"White-breasted Nuthatch",2023,-5
"White-breasted Nuthatch",2024,20
"White-breasted Nuthatch",2025,-11
"White-eyed Vireo",2000,1
"White-eyed Vireo",2001,5
"White-eyed Vireo",2002,3
"White-eyed Vireo",2003,-1
"White-eyed Vireo",2004,-1
"White-eyed Vireo",2005,-8
"White-eyed Vireo",2006,4
"White-eyed Vireo",2007,12
"White-eyed Vireo",2008,7
"White-eyed Vireo",2009,-17
"White-eyed Vireo",2010,13
"White-eyed Vireo",2011,-7
"White-eyed Vireo",2012,7
"White-eyed Vireo",2013,9
"White-eyed Vireo",2014,-8
"White-eyed Vireo",2015,-5
"White-eyed Vireo",2016,2
"White-eyed Vireo",2017,9
"White-eyed Vireo",2018,2
"White-eyed Vireo",2019,11
"White-eyed Vireo",2020,2
"White-eyed Vireo",2021,2
"White-eyed Vireo",2022,14
"White-eyed Vireo",2023,-5
"White-eyed Vireo",2024,11
"White-eyed Vireo",2025,12
"Wood Thrush",2000,20
"Wood Thrush",2001,4
"Wood Thrush",2002,-40
"Wood Thrush",2003,-33
"Wood Thrush",2004,26
"Wood Thrush",2005,11
"Wood Thrush",2006,-45
"Wood Thrush",2007,27
"Wood Thrush",2008,-40
"Wood Thrush",2009,-44
"Wood Thrush",2010,11
"Wood Thrush",2011,-43
"Wood Thrush",2012,-2
"Wood Thrush",2013,3
"Wood Thrush",2014,17
"Wood Thrush",2015,2
"Wood Thrush",2016,-17
"Wood Thrush",2017,14
"Wood Thrush",2018,-16
"Wood Thrush",2019,21
"Wood Thrush",2020,-30
"Wood Thrush",2021,-2
"Wood Thrush",2022,-4
"Wood Thrush",2023,-6
"Wood Thrush",2024,23
"Wood Thrush",2025,-11
"Yellow-billed Cuckoo",2000,5
"Yellow-billed Cuckoo",2001,-15
"Yellow-billed Cuckoo",2002,-8
"Yellow-billed Cuckoo",2003,10
"Yellow-billed Cuckoo",2004,35
"Yellow-billed Cuckoo",2005,-3
"Yellow-billed Cuckoo",2006,-13
"Yellow-billed Cuckoo",2007,8
"Yellow-billed Cuckoo",2008,-32
"Yellow-billed Cuckoo",2009,20
"Yellow-billed Cuckoo",2010,-16
"Yellow-billed Cuckoo",2011,49
"Yellow-billed Cuckoo",2012,-15
"Yellow-billed Cuckoo",2013,-3
"Yellow-billed Cuckoo",2014,-7
"Yellow-billed Cuckoo",2015,-5
"Yellow-billed Cuckoo",2016,15
"Yellow-billed Cuckoo",2017,22
"Yellow-billed Cuckoo",2018,11
"Yellow-billed Cuckoo",2019,10
"Yellow-billed Cuckoo",2020,-69
"Yellow-billed Cuckoo",2021,-8
"Yellow-billed Cuckoo",2022,8
"Yellow-billed Cuckoo",2023,-24
"Yellow-billed Cuckoo",2024,65
"Yellow-billed Cuckoo",2025,-37
"Yellow-breasted Chat",2000,-9
"Yellow-breasted Chat",2001,25
"Yellow-breasted Chat",2002,-30
"Yellow-breasted Chat",2003,6
"Yellow-breasted Chat",2004,-7
"Yellow-breasted Chat",2005,20
"Yellow-breasted Chat",2006,-12
"Yellow-breasted Chat",2007,19
"Yellow-breasted Chat",2008,13
"Yellow-breasted Chat",2009,-38
"Yellow-breasted Chat",2010,-5
"Yellow-breasted Chat",2011,8
"Yellow-breasted Chat",2012,-9
"Yellow-breasted Chat",2013,-17
"Yellow-breasted Chat",2014,-4
"Yellow-breasted Chat",2015,-7
"Yellow-breasted Chat",2016,-2
"Yellow-breasted Chat",2017,16
"Yellow-breasted Chat",2018,-14
"Yellow-breasted Chat",2019,-12
"Yellow-breasted Chat",2020,25
"Yellow-breasted Chat",2021,-15
"Yellow-breasted Chat",2022,3
"Yellow-breasted Chat",2023,-10
"Yellow-breasted Chat",2024,-3
"Yellow-breasted Chat",2025,-3
